Delivery Date,Delivery Hour,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,DayStatus,Temperature in F,Load in Houston,Settlement Point Price
5/17/2015,11,N,LZ_HOUSTON,LZ,Weekend,80,12075.58,23.91
5/17/2015,12,N,LZ_HOUSTON,LZ,Weekend,82,12810.61,26.71
5/17/2015,13,N,LZ_HOUSTON,LZ,Weekend,84,13069.55,28.41
5/17/2015,14,N,LZ_HOUSTON,LZ,Weekend,85,12625.77,24.66
5/17/2015,15,N,LZ_HOUSTON,LZ,Weekend,85,11859.05,22.72
5/17/2015,16,N,LZ_HOUSTON,LZ,Weekend,85,11384.2,23.04
5/17/2015,17,N,LZ_HOUSTON,LZ,Weekend,84,11464.61,24.84
5/17/2015,18,N,LZ_HOUSTON,LZ,Weekend,83,11580.96,25.7
5/17/2015,19,N,LZ_HOUSTON,LZ,Weekend,81,11757.99,27.18
5/17/2015,20,N,LZ_HOUSTON,LZ,Weekend,80,11858.9,31.94
5/17/2015,21,N,LZ_HOUSTON,LZ,Weekend,79,12230.93,33.88
5/17/2015,22,N,LZ_HOUSTON,LZ,Weekend,78,12246.45,27.6
5/17/2015,23,N,LZ_HOUSTON,LZ,Weekend,77,11832.62,25.49
5/17/2015,24,N,LZ_HOUSTON,LZ,Weekend,77,11181.06,25.16
5/18/2015,1,N,LZ_HOUSTON,LZ,Weekday,78,10597.32,20.58
5/18/2015,2,N,LZ_HOUSTON,LZ,Weekday,78,10217.72,19.16
5/18/2015,3,N,LZ_HOUSTON,LZ,Weekday,77,10019.58,18.49
5/18/2015,4,N,LZ_HOUSTON,LZ,Weekday,77,9984.13,18.49
5/18/2015,5,N,LZ_HOUSTON,LZ,Weekday,76,10148.77,19.09
5/18/2015,6,N,LZ_HOUSTON,LZ,Weekday,76,10800.77,20.46
5/18/2015,7,N,LZ_HOUSTON,LZ,Weekday,76,11594.37,21.91
5/18/2015,8,N,LZ_HOUSTON,LZ,Weekday,77,11850.18,23.24
5/18/2015,9,N,LZ_HOUSTON,LZ,Weekday,78,11916.96,25.4
5/18/2015,10,N,LZ_HOUSTON,LZ,Weekday,78,12087.91,28.44
5/18/2015,11,N,LZ_HOUSTON,LZ,Weekday,79,12260.46,36.79
5/18/2015,12,N,LZ_HOUSTON,LZ,Weekday,81,12689.7,105.47
5/18/2015,13,N,LZ_HOUSTON,LZ,Weekday,82,13326.87,218.87
5/18/2015,14,N,LZ_HOUSTON,LZ,Weekday,84,13999.66,263.71
5/18/2015,15,N,LZ_HOUSTON,LZ,Weekday,83,14503.21,504.77
5/18/2015,16,N,LZ_HOUSTON,LZ,Weekday,83,14799.57,495.53
5/18/2015,17,N,LZ_HOUSTON,LZ,Weekday,83,15215.52,69.89
5/18/2015,18,N,LZ_HOUSTON,LZ,Weekday,82,15209.06,31.52
5/18/2015,19,N,LZ_HOUSTON,LZ,Weekday,81,14653.79,29.9
5/18/2015,20,N,LZ_HOUSTON,LZ,Weekday,81,14041.76,29.04
5/18/2015,21,N,LZ_HOUSTON,LZ,Weekday,80,13885.27,29.84
5/18/2015,22,N,LZ_HOUSTON,LZ,Weekday,79,13413.71,25.18
5/18/2015,23,N,LZ_HOUSTON,LZ,Weekday,78,12540.76,22.33
5/18/2015,24,N,LZ_HOUSTON,LZ,Weekday,78,11443.86,20.5
5/19/2015,1,N,LZ_HOUSTON,LZ,Weekday,77,10670.22,20.43
5/19/2015,2,N,LZ_HOUSTON,LZ,Weekday,76,10225.71,20.14
5/19/2015,3,N,LZ_HOUSTON,LZ,Weekday,76,9954.51,19.86
5/19/2015,4,N,LZ_HOUSTON,LZ,Weekday,76,9785.82,18.75
5/19/2015,5,N,LZ_HOUSTON,LZ,Weekday,75,9808.72,18.8
5/19/2015,6,N,LZ_HOUSTON,LZ,Weekday,76,10392.06,18.78
5/19/2015,7,N,LZ_HOUSTON,LZ,Weekday,76,11236.19,17.95
5/19/2015,8,N,LZ_HOUSTON,LZ,Weekday,76,11459.2,18.71
5/19/2015,9,N,LZ_HOUSTON,LZ,Weekday,78,11851.47,19.24
5/19/2015,10,N,LZ_HOUSTON,LZ,Weekday,80,12554.24,21.96
5/19/2015,11,N,LZ_HOUSTON,LZ,Weekday,82,13390.84,25.51
5/19/2015,12,N,LZ_HOUSTON,LZ,Weekday,83,14101.02,28.02
5/19/2015,13,N,LZ_HOUSTON,LZ,Weekday,84,14623.36,29.79
5/19/2015,14,N,LZ_HOUSTON,LZ,Weekday,85,14763.18,30.26
5/19/2015,15,N,LZ_HOUSTON,LZ,Weekday,85,14747.83,28.34
5/19/2015,16,N,LZ_HOUSTON,LZ,Weekday,84,14825.89,27.8
5/19/2015,17,N,LZ_HOUSTON,LZ,Weekday,84,15157,29.12
5/19/2015,18,N,LZ_HOUSTON,LZ,Weekday,83,15202.97,28.26
5/19/2015,19,N,LZ_HOUSTON,LZ,Weekday,82,14852.97,28.38
5/19/2015,20,N,LZ_HOUSTON,LZ,Weekday,81,14346.95,26.04
5/19/2015,21,N,LZ_HOUSTON,LZ,Weekday,79,14222.96,27.65
5/19/2015,22,N,LZ_HOUSTON,LZ,Weekday,78,13741.62,24.87
5/19/2015,23,N,LZ_HOUSTON,LZ,Weekday,76,12766.21,22.2
5/19/2015,24,N,LZ_HOUSTON,LZ,Weekday,76,11716.39,19.31
5/20/2015,1,N,LZ_HOUSTON,LZ,Weekday,75,10850.9,19.35
5/20/2015,2,N,LZ_HOUSTON,LZ,Weekday,75,10309.7,16.48
5/20/2015,3,N,LZ_HOUSTON,LZ,Weekday,75,9993.78,15.02
5/20/2015,4,N,LZ_HOUSTON,LZ,Weekday,75,9874.54,17.01
5/20/2015,5,N,LZ_HOUSTON,LZ,Weekday,75,9981.95,18.96
5/20/2015,6,N,LZ_HOUSTON,LZ,Weekday,76,10508.98,20.57
5/20/2015,7,N,LZ_HOUSTON,LZ,Weekday,76,11188.17,21.87
5/20/2015,8,N,LZ_HOUSTON,LZ,Weekday,77,11434.35,22.32
5/20/2015,9,N,LZ_HOUSTON,LZ,Weekday,79,11964.1,22.27
5/20/2015,10,N,LZ_HOUSTON,LZ,Weekday,81,12721.8,22.61
5/20/2015,11,N,LZ_HOUSTON,LZ,Weekday,83,13588.4,24.67
5/20/2015,12,N,LZ_HOUSTON,LZ,Weekday,83,14424.78,25.16
5/20/2015,13,N,LZ_HOUSTON,LZ,Weekday,84,15048.99,26.35
5/20/2015,14,N,LZ_HOUSTON,LZ,Weekday,84,15306.95,27.98
5/20/2015,15,N,LZ_HOUSTON,LZ,Weekday,85,15197.69,28.69
5/20/2015,16,N,LZ_HOUSTON,LZ,Weekday,85,14951.03,28.73
5/20/2015,17,N,LZ_HOUSTON,LZ,Weekday,85,14904.53,29.29
5/20/2015,18,N,LZ_HOUSTON,LZ,Weekday,84,14762.92,25.94
5/20/2015,19,N,LZ_HOUSTON,LZ,Weekday,83,14451.02,23.43
5/20/2015,20,N,LZ_HOUSTON,LZ,Weekday,81,14117.2,22.99
5/20/2015,21,N,LZ_HOUSTON,LZ,Weekday,80,14097.6,23.94
5/20/2015,22,N,LZ_HOUSTON,LZ,Weekday,78,13661.22,22.85
5/20/2015,23,N,LZ_HOUSTON,LZ,Weekday,76,12689.64,20.77
5/20/2015,24,N,LZ_HOUSTON,LZ,Weekday,75,11627.15,20.38
5/21/2015,1,N,LZ_HOUSTON,LZ,Weekday,75,10842.18,21.01
5/21/2015,2,N,LZ_HOUSTON,LZ,Weekday,74,10259.71,20.13
5/21/2015,3,N,LZ_HOUSTON,LZ,Weekday,74,9881.71,19.07
5/21/2015,4,N,LZ_HOUSTON,LZ,Weekday,74,9689.9,17.48
5/21/2015,5,N,LZ_HOUSTON,LZ,Weekday,73,9743.52,14.29
5/21/2015,6,N,LZ_HOUSTON,LZ,Weekday,74,10255.83,18.85
5/21/2015,7,N,LZ_HOUSTON,LZ,Weekday,74,11033.81,20.04
5/21/2015,8,N,LZ_HOUSTON,LZ,Weekday,74,11320.84,20.22
5/21/2015,9,N,LZ_HOUSTON,LZ,Weekday,76,11689.37,19.93
5/21/2015,10,N,LZ_HOUSTON,LZ,Weekday,77,12321.75,20.75
5/21/2015,11,N,LZ_HOUSTON,LZ,Weekday,79,12904.97,20.91
5/21/2015,12,N,LZ_HOUSTON,LZ,Weekday,80,13042.52,21.7
5/21/2015,13,N,LZ_HOUSTON,LZ,Weekday,81,12848.49,21.63
5/21/2015,14,N,LZ_HOUSTON,LZ,Weekday,83,13061.15,21.57
5/21/2015,15,N,LZ_HOUSTON,LZ,Weekday,82,13121.38,21.97
5/21/2015,16,N,LZ_HOUSTON,LZ,Weekday,81,12907.29,22.09
5/21/2015,17,N,LZ_HOUSTON,LZ,Weekday,81,12707.08,21.82
5/21/2015,18,N,LZ_HOUSTON,LZ,Weekday,79,12451.1,21.82
5/21/2015,19,N,LZ_HOUSTON,LZ,Weekday,77,12016.35,22.07
5/21/2015,20,N,LZ_HOUSTON,LZ,Weekday,75,11861.9,22.17
5/21/2015,21,N,LZ_HOUSTON,LZ,Weekday,73,12055.97,24.56
5/21/2015,22,N,LZ_HOUSTON,LZ,Weekday,72,11885.07,22.7
5/21/2015,23,N,LZ_HOUSTON,LZ,Weekday,71,11165.42,22.28
5/21/2015,24,N,LZ_HOUSTON,LZ,Weekday,70,10357.3,21.33
5/22/2015,1,N,LZ_HOUSTON,LZ,Weekday,70,9655.93,19.56
5/22/2015,2,N,LZ_HOUSTON,LZ,Weekday,70,9216.48,19.2
5/22/2015,3,N,LZ_HOUSTON,LZ,Weekday,69,8923.65,18.73
5/22/2015,4,N,LZ_HOUSTON,LZ,Weekday,69,8760.19,19.25
5/22/2015,5,N,LZ_HOUSTON,LZ,Weekday,68,8817.28,19.52
5/22/2015,6,N,LZ_HOUSTON,LZ,Weekday,68,9254.22,20.08
5/22/2015,7,N,LZ_HOUSTON,LZ,Weekday,67,9969.94,20.47
5/22/2015,8,N,LZ_HOUSTON,LZ,Weekday,67,10160.94,21.19
5/22/2015,9,N,LZ_HOUSTON,LZ,Weekday,68,10436.1,21.19
5/22/2015,10,N,LZ_HOUSTON,LZ,Weekday,69,10681.71,21.35
5/22/2015,11,N,LZ_HOUSTON,LZ,Weekday,70,10984.88,21.15
5/22/2015,12,N,LZ_HOUSTON,LZ,Weekday,73,11296.84,21.39
5/22/2015,13,N,LZ_HOUSTON,LZ,Weekday,75,11663.22,21.56
5/22/2015,14,N,LZ_HOUSTON,LZ,Weekday,77,12179.44,22.86
5/22/2015,15,N,LZ_HOUSTON,LZ,Weekday,78,12583.23,24.09
5/22/2015,16,N,LZ_HOUSTON,LZ,Weekday,79,12925.37,24.47
5/22/2015,17,N,LZ_HOUSTON,LZ,Weekday,79,13016.83,24.25
5/22/2015,18,N,LZ_HOUSTON,LZ,Weekday,79,12807.4,23.13
5/22/2015,19,N,LZ_HOUSTON,LZ,Weekday,79,12352.08,21.06
5/22/2015,20,N,LZ_HOUSTON,LZ,Weekday,79,12125.96,20.89
5/22/2015,21,N,LZ_HOUSTON,LZ,Weekday,77,12210.82,21.65
5/22/2015,22,N,LZ_HOUSTON,LZ,Weekday,76,12106.28,21.07
5/22/2015,23,N,LZ_HOUSTON,LZ,Weekday,74,11656.15,20.58
5/22/2015,24,N,LZ_HOUSTON,LZ,Weekday,74,10992.54,19.44
5/23/2015,1,N,LZ_HOUSTON,LZ,Weekend,75,10343.2,18.84
5/23/2015,2,N,LZ_HOUSTON,LZ,Weekend,75,9934.98,13.69
5/23/2015,3,N,LZ_HOUSTON,LZ,Weekend,75,9699.12,2.96
5/23/2015,4,N,LZ_HOUSTON,LZ,Weekend,75,9535.93,6.16
5/23/2015,5,N,LZ_HOUSTON,LZ,Weekend,75,9501.19,7.49
5/23/2015,6,N,LZ_HOUSTON,LZ,Weekend,75,9590.7,13.78
5/23/2015,7,N,LZ_HOUSTON,LZ,Weekend,75,9739.33,16.12
5/23/2015,8,N,LZ_HOUSTON,LZ,Weekend,76,9975.81,17.4
5/23/2015,9,N,LZ_HOUSTON,LZ,Weekend,77,10759.73,18.14
5/23/2015,10,N,LZ_HOUSTON,LZ,Weekend,79,11715.94,18.33
5/23/2015,11,N,LZ_HOUSTON,LZ,Weekend,81,12624.84,20.54
5/23/2015,12,N,LZ_HOUSTON,LZ,Weekend,82,13396.28,23.04
5/23/2015,13,N,LZ_HOUSTON,LZ,Weekend,83,13744.47,29.4
5/23/2015,14,N,LZ_HOUSTON,LZ,Weekend,84,13749.77,23.96
5/23/2015,15,N,LZ_HOUSTON,LZ,Weekend,84,13562.26,22.62
5/23/2015,16,N,LZ_HOUSTON,LZ,Weekend,84,13483.58,21.97
5/23/2015,17,N,LZ_HOUSTON,LZ,Weekend,85,13263.01,21.23
5/23/2015,18,N,LZ_HOUSTON,LZ,Weekend,83,13023.73,20.57
5/23/2015,19,N,LZ_HOUSTON,LZ,Weekend,81,12817.88,20.39
5/23/2015,20,N,LZ_HOUSTON,LZ,Weekend,80,12480.27,19.85
5/23/2015,21,N,LZ_HOUSTON,LZ,Weekend,78,12558.83,20.64
5/23/2015,22,N,LZ_HOUSTON,LZ,Weekend,77,12342.15,21.28
5/23/2015,23,N,LZ_HOUSTON,LZ,Weekend,76,11855.6,19.68
5/23/2015,24,N,LZ_HOUSTON,LZ,Weekend,76,11251.7,19.97
5/24/2015,1,N,LZ_HOUSTON,LZ,Weekend,76,10742.65,19.72
5/24/2015,2,N,LZ_HOUSTON,LZ,Weekend,76,10334.32,15.04
5/24/2015,3,N,LZ_HOUSTON,LZ,Weekend,76,10067.43,14.16
5/24/2015,4,N,LZ_HOUSTON,LZ,Weekend,76,9852.3,10.25
5/24/2015,5,N,LZ_HOUSTON,LZ,Weekend,76,9763.91,16.2
5/24/2015,6,N,LZ_HOUSTON,LZ,Weekend,76,9786.32,15.98
5/24/2015,7,N,LZ_HOUSTON,LZ,Weekend,76,9704.56,17.94
5/24/2015,8,N,LZ_HOUSTON,LZ,Weekend,75,9279.72,18.22
5/24/2015,9,N,LZ_HOUSTON,LZ,Weekend,75,9304.07,18.12
5/24/2015,10,N,LZ_HOUSTON,LZ,Weekend,75,9697.59,18.87
5/24/2015,11,N,LZ_HOUSTON,LZ,Weekend,75,10084.33,19.33
5/24/2015,12,N,LZ_HOUSTON,LZ,Weekend,75,10444.62,19.36
5/24/2015,13,N,LZ_HOUSTON,LZ,Weekend,76,10761,19.44
5/24/2015,14,N,LZ_HOUSTON,LZ,Weekend,76,11091.09,19.41
5/24/2015,15,N,LZ_HOUSTON,LZ,Weekend,77,11501.4,20.05
5/24/2015,16,N,LZ_HOUSTON,LZ,Weekend,78,11787.25,20.62
5/24/2015,17,N,LZ_HOUSTON,LZ,Weekend,79,11916.03,21.38
5/24/2015,18,N,LZ_HOUSTON,LZ,Weekend,79,12025.32,21.9
5/24/2015,19,N,LZ_HOUSTON,LZ,Weekend,79,12062.82,21.72
5/24/2015,20,N,LZ_HOUSTON,LZ,Weekend,78,11886.95,21.18
5/24/2015,21,N,LZ_HOUSTON,LZ,Weekend,77,11836.61,20.51
5/24/2015,22,N,LZ_HOUSTON,LZ,Weekend,75,11737.67,19.52
5/24/2015,23,N,LZ_HOUSTON,LZ,Weekend,73,11226.91,17.98
5/24/2015,24,N,LZ_HOUSTON,LZ,Weekend,73,10568.59,16.5
5/25/2015,1,N,LZ_HOUSTON,LZ,Public Holiday,73,9975.63,6.76
5/25/2015,2,N,LZ_HOUSTON,LZ,Public Holiday,72,9588.97,-0.17
5/25/2015,3,N,LZ_HOUSTON,LZ,Public Holiday,73,9303.16,-0.39
5/25/2015,4,N,LZ_HOUSTON,LZ,Public Holiday,73,9120.3,-0.26
5/25/2015,5,N,LZ_HOUSTON,LZ,Public Holiday,73,9067.77,-0.11
5/25/2015,6,N,LZ_HOUSTON,LZ,Public Holiday,74,9138.85,7.36
5/25/2015,7,N,LZ_HOUSTON,LZ,Public Holiday,74,9148.26,14.73
5/25/2015,8,N,LZ_HOUSTON,LZ,Public Holiday,75,9365.47,12.79
5/25/2015,9,N,LZ_HOUSTON,LZ,Public Holiday,77,10252.64,14.83
5/25/2015,10,N,LZ_HOUSTON,LZ,Public Holiday,80,11386.53,19.51
5/25/2015,11,N,LZ_HOUSTON,LZ,Public Holiday,82,12448.2,21.57
5/25/2015,12,N,LZ_HOUSTON,LZ,Public Holiday,83,13294.79,23.27
5/25/2015,13,N,LZ_HOUSTON,LZ,Public Holiday,84,13879.73,26.48
5/25/2015,14,N,LZ_HOUSTON,LZ,Public Holiday,86,14223.42,84.99
5/25/2015,15,N,LZ_HOUSTON,LZ,Public Holiday,86,14442.19,45.82
5/25/2015,16,N,LZ_HOUSTON,LZ,Public Holiday,85,14455.32,45.79
5/25/2015,17,N,LZ_HOUSTON,LZ,Public Holiday,85,14359.89,24.78
5/25/2015,18,N,LZ_HOUSTON,LZ,Public Holiday,84,13975.78,27.09
5/25/2015,19,N,LZ_HOUSTON,LZ,Public Holiday,82,13699.36,28.09
5/25/2015,20,N,LZ_HOUSTON,LZ,Public Holiday,80,13580.94,27.68
5/25/2015,21,N,LZ_HOUSTON,LZ,Public Holiday,79,13415.74,28.79
5/25/2015,22,N,LZ_HOUSTON,LZ,Public Holiday,78,12292.23,22.84
5/25/2015,23,N,LZ_HOUSTON,LZ,Public Holiday,77,11065.41,19.82
5/25/2015,24,N,LZ_HOUSTON,LZ,Public Holiday,76,10005.27,18.87
5/26/2015,1,N,LZ_HOUSTON,LZ,Weekday,75,9197.06,13.53
5/26/2015,2,N,LZ_HOUSTON,LZ,Weekday,74,8725.04,-0.7
5/26/2015,3,N,LZ_HOUSTON,LZ,Weekday,75,8486.02,-1.33
5/26/2015,4,N,LZ_HOUSTON,LZ,Weekday,75,8378.93,-5.95
5/26/2015,5,N,LZ_HOUSTON,LZ,Weekday,76,8494.56,-1.04
5/26/2015,6,N,LZ_HOUSTON,LZ,Weekday,75,8984.85,5.16
5/26/2015,7,N,LZ_HOUSTON,LZ,Weekday,74,9611.75,16.03
5/26/2015,8,N,LZ_HOUSTON,LZ,Weekday,73,9871.27,17.4
5/26/2015,9,N,LZ_HOUSTON,LZ,Weekday,75,10380.65,18.26
5/26/2015,10,N,LZ_HOUSTON,LZ,Weekday,77,11218.99,15.83
5/26/2015,11,N,LZ_HOUSTON,LZ,Weekday,79,12161.49,20.27
5/26/2015,12,N,LZ_HOUSTON,LZ,Weekday,80,13012.34,23.34
5/26/2015,13,N,LZ_HOUSTON,LZ,Weekday,81,13598.93,25.18
5/26/2015,14,N,LZ_HOUSTON,LZ,Weekday,82,13890.51,24.22
5/26/2015,15,N,LZ_HOUSTON,LZ,Weekday,81,14135.86,24.89
5/26/2015,16,N,LZ_HOUSTON,LZ,Weekday,81,14386.13,27.42
5/26/2015,17,N,LZ_HOUSTON,LZ,Weekday,81,14427.88,29.22
5/26/2015,18,N,LZ_HOUSTON,LZ,Weekday,80,14214.31,28.66
5/26/2015,19,N,LZ_HOUSTON,LZ,Weekday,80,13740.16,27.45
5/26/2015,20,N,LZ_HOUSTON,LZ,Weekday,79,13516.26,23.7
5/26/2015,21,N,LZ_HOUSTON,LZ,Weekday,78,13614.93,25.86
5/26/2015,22,N,LZ_HOUSTON,LZ,Weekday,77,13258.02,23.56
5/26/2015,23,N,LZ_HOUSTON,LZ,Weekday,76,12416.58,20.8
5/26/2015,24,N,LZ_HOUSTON,LZ,Weekday,76,11504.37,19.77
5/27/2015,1,N,LZ_HOUSTON,LZ,Weekday,76,10876.31,19.13
5/27/2015,2,N,LZ_HOUSTON,LZ,Weekday,76,10511.23,15.9
5/27/2015,3,N,LZ_HOUSTON,LZ,Weekday,76,10245.78,5.21
5/27/2015,4,N,LZ_HOUSTON,LZ,Weekday,76,10123.32,9.41
5/27/2015,5,N,LZ_HOUSTON,LZ,Weekday,76,10248.19,15.88
5/27/2015,6,N,LZ_HOUSTON,LZ,Weekday,76,10638.77,16.56
5/27/2015,7,N,LZ_HOUSTON,LZ,Weekday,76,10902.83,18.82
5/27/2015,8,N,LZ_HOUSTON,LZ,Weekday,76,10888.66,20.12
5/27/2015,9,N,LZ_HOUSTON,LZ,Weekday,76,10971.5,20
5/27/2015,10,N,LZ_HOUSTON,LZ,Weekday,75,11123.32,19.31
5/27/2015,11,N,LZ_HOUSTON,LZ,Weekday,75,11309.67,19.67
5/27/2015,12,N,LZ_HOUSTON,LZ,Weekday,77,11806.26,21.76
5/27/2015,13,N,LZ_HOUSTON,LZ,Weekday,79,12461.76,23.79
5/27/2015,14,N,LZ_HOUSTON,LZ,Weekday,81,13341.22,27.17
5/27/2015,15,N,LZ_HOUSTON,LZ,Weekday,82,14197.58,29.23
5/27/2015,16,N,LZ_HOUSTON,LZ,Weekday,83,14958.52,30.77
5/27/2015,17,N,LZ_HOUSTON,LZ,Weekday,85,15345.34,29.76
5/27/2015,18,N,LZ_HOUSTON,LZ,Weekday,84,15320.89,26.77
5/27/2015,19,N,LZ_HOUSTON,LZ,Weekday,83,15045.73,25.18
5/27/2015,20,N,LZ_HOUSTON,LZ,Weekday,81,14485.16,23.44
5/27/2015,21,N,LZ_HOUSTON,LZ,Weekday,80,14189.22,23.74
5/27/2015,22,N,LZ_HOUSTON,LZ,Weekday,78,13652.8,22.69
5/27/2015,23,N,LZ_HOUSTON,LZ,Weekday,76,12638.16,20.9
5/27/2015,24,N,LZ_HOUSTON,LZ,Weekday,76,11614.16,20.3
5/28/2015,1,N,LZ_HOUSTON,LZ,Weekday,75,10710.78,18.85
5/28/2015,2,N,LZ_HOUSTON,LZ,Weekday,75,10130.36,17.18
5/28/2015,3,N,LZ_HOUSTON,LZ,Weekday,75,9766.88,11.79
5/28/2015,4,N,LZ_HOUSTON,LZ,Weekday,75,9536.53,13.95
5/28/2015,5,N,LZ_HOUSTON,LZ,Weekday,75,9555.98,17.63
5/28/2015,6,N,LZ_HOUSTON,LZ,Weekday,75,10049.37,19.57
5/28/2015,7,N,LZ_HOUSTON,LZ,Weekday,76,10679.41,20.49
5/28/2015,8,N,LZ_HOUSTON,LZ,Weekday,76,11108.9,21.61
5/28/2015,9,N,LZ_HOUSTON,LZ,Weekday,78,11813.35,23.11
5/28/2015,10,N,LZ_HOUSTON,LZ,Weekday,80,12632.17,23.93
5/28/2015,11,N,LZ_HOUSTON,LZ,Weekday,83,13539.61,23.86
5/28/2015,12,N,LZ_HOUSTON,LZ,Weekday,84,14388.74,25.61
5/28/2015,13,N,LZ_HOUSTON,LZ,Weekday,85,15113.83,26.39
5/28/2015,14,N,LZ_HOUSTON,LZ,Weekday,87,15777.49,26.67
5/28/2015,15,N,LZ_HOUSTON,LZ,Weekday,87,15991.5,26.77
5/28/2015,16,N,LZ_HOUSTON,LZ,Weekday,86,15823.51,27.18
5/28/2015,17,N,LZ_HOUSTON,LZ,Weekday,86,15758.54,27.47
5/28/2015,18,N,LZ_HOUSTON,LZ,Weekday,85,15669.21,23.58
5/28/2015,19,N,LZ_HOUSTON,LZ,Weekday,83,15293.5,22.34
5/28/2015,20,N,LZ_HOUSTON,LZ,Weekday,82,14721.57,24.05
5/28/2015,21,N,LZ_HOUSTON,LZ,Weekday,80,14533.18,26.23
5/28/2015,22,N,LZ_HOUSTON,LZ,Weekday,79,14120.9,24.78
5/28/2015,23,N,LZ_HOUSTON,LZ,Weekday,77,13259.19,23.27
5/28/2015,24,N,LZ_HOUSTON,LZ,Weekday,77,12222.67,22.79
5/29/2015,1,N,LZ_HOUSTON,LZ,Weekday,77,11386.82,22.33
5/29/2015,2,N,LZ_HOUSTON,LZ,Weekday,77,10834.6,18.93
5/29/2015,3,N,LZ_HOUSTON,LZ,Weekday,76,10439.11,18.86
5/29/2015,4,N,LZ_HOUSTON,LZ,Weekday,76,10263.53,19.6
5/29/2015,5,N,LZ_HOUSTON,LZ,Weekday,76,10293.21,20.22
5/29/2015,6,N,LZ_HOUSTON,LZ,Weekday,75,10699.92,21.46
5/29/2015,7,N,LZ_HOUSTON,LZ,Weekday,75,11151.18,19.28
5/29/2015,8,N,LZ_HOUSTON,LZ,Weekday,75,11076.86,19.27
5/29/2015,9,N,LZ_HOUSTON,LZ,Weekday,77,11188.25,19.83
5/29/2015,10,N,LZ_HOUSTON,LZ,Weekday,79,11395.74,19.69
5/29/2015,11,N,LZ_HOUSTON,LZ,Weekday,81,11789.47,20.12
5/29/2015,12,N,LZ_HOUSTON,LZ,Weekday,82,12162.45,21.47
5/29/2015,13,N,LZ_HOUSTON,LZ,Weekday,83,12799.9,22.77
5/29/2015,14,N,LZ_HOUSTON,LZ,Weekday,84,13629.02,24.47
5/29/2015,15,N,LZ_HOUSTON,LZ,Weekday,85,14292.23,28.56
5/29/2015,16,N,LZ_HOUSTON,LZ,Weekday,85,14880.06,77.24
5/29/2015,17,N,LZ_HOUSTON,LZ,Weekday,86,15367.34,129
5/29/2015,18,N,LZ_HOUSTON,LZ,Weekday,85,15469.8,78.03
5/29/2015,19,N,LZ_HOUSTON,LZ,Weekday,84,14995.52,27.05
5/29/2015,20,N,LZ_HOUSTON,LZ,Weekday,83,14341.27,24.92
5/29/2015,21,N,LZ_HOUSTON,LZ,Weekday,81,13921.96,24.25
5/29/2015,22,N,LZ_HOUSTON,LZ,Weekday,79,13474.02,23.38
5/29/2015,23,N,LZ_HOUSTON,LZ,Weekday,77,12658.44,28.73
5/29/2015,24,N,LZ_HOUSTON,LZ,Weekday,76,11798.38,22.75
5/30/2015,1,N,LZ_HOUSTON,LZ,Weekend,75,10930.39,19.54
5/30/2015,2,N,LZ_HOUSTON,LZ,Weekend,75,10357.26,17.58
5/30/2015,3,N,LZ_HOUSTON,LZ,Weekend,75,9943.94,9.34
5/30/2015,4,N,LZ_HOUSTON,LZ,Weekend,75,9688.39,5.43
5/30/2015,5,N,LZ_HOUSTON,LZ,Weekend,75,9519.57,16.9
5/30/2015,6,N,LZ_HOUSTON,LZ,Weekend,75,9535.6,17.77
5/30/2015,7,N,LZ_HOUSTON,LZ,Weekend,76,9589.61,18.07
5/30/2015,8,N,LZ_HOUSTON,LZ,Weekend,77,10003.03,18.38
5/30/2015,9,N,LZ_HOUSTON,LZ,Weekend,78,10941.41,19.99
5/30/2015,10,N,LZ_HOUSTON,LZ,Weekend,80,11849.07,23.58
5/30/2015,11,N,LZ_HOUSTON,LZ,Weekend,82,12743.66,27.93
5/30/2015,12,N,LZ_HOUSTON,LZ,Weekend,84,13528.01,309.35
5/30/2015,13,N,LZ_HOUSTON,LZ,Weekend,86,14152.82,1110.71
5/30/2015,14,N,LZ_HOUSTON,LZ,Weekend,87,14826.53,1456.13
5/30/2015,15,N,LZ_HOUSTON,LZ,Weekend,87,15256.31,1930.32
5/30/2015,16,N,LZ_HOUSTON,LZ,Weekend,86,15165.13,67.73
5/30/2015,17,N,LZ_HOUSTON,LZ,Weekend,85,14300.61,22.05
5/30/2015,18,N,LZ_HOUSTON,LZ,Weekend,84,13264.93,21.02
5/30/2015,19,N,LZ_HOUSTON,LZ,Weekend,83,12373.26,20.51
5/30/2015,20,N,LZ_HOUSTON,LZ,Weekend,82,11936.92,20.43
5/30/2015,21,N,LZ_HOUSTON,LZ,Weekend,80,11639.04,20.36
5/30/2015,22,N,LZ_HOUSTON,LZ,Weekend,78,11250.49,20.26
5/30/2015,23,N,LZ_HOUSTON,LZ,Weekend,76,10724.52,20.85
5/30/2015,24,N,LZ_HOUSTON,LZ,Weekend,75,10087.85,20.3
5/31/2015,1,N,LZ_HOUSTON,LZ,Weekend,74,9525.55,19.42
5/31/2015,2,N,LZ_HOUSTON,LZ,Weekend,73,9078.54,18.93
5/31/2015,3,N,LZ_HOUSTON,LZ,Weekend,73,8783.13,18.12
5/31/2015,4,N,LZ_HOUSTON,LZ,Weekend,73,8591.11,17.84
