Delivery Date,Delivery Hour,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,DayStatus,Temperature in F,Load in Houston,Settlement Point Price
1/1/2015,1,N,LZ_HOUSTON,LZ,Public Holiday,44,9844.2,22.47
1/1/2015,2,N,LZ_HOUSTON,LZ,Public Holiday,44,9653.46,22.31
1/1/2015,3,N,LZ_HOUSTON,LZ,Public Holiday,44,9502.3,22.2
1/1/2015,4,N,LZ_HOUSTON,LZ,Public Holiday,44,9474.48,22.13
1/1/2015,5,N,LZ_HOUSTON,LZ,Public Holiday,44,9554.37,22.16
1/1/2015,6,N,LZ_HOUSTON,LZ,Public Holiday,43,9741.11,22.61
1/1/2015,7,N,LZ_HOUSTON,LZ,Public Holiday,43,9867.97,23.38
1/1/2015,8,N,LZ_HOUSTON,LZ,Public Holiday,43,9903.34,23.78
1/1/2015,9,N,LZ_HOUSTON,LZ,Public Holiday,43,10027.95,24.46
1/1/2015,10,N,LZ_HOUSTON,LZ,Public Holiday,43,10365.79,26.99
1/1/2015,11,N,LZ_HOUSTON,LZ,Public Holiday,44,10703.62,27.95
1/1/2015,12,N,LZ_HOUSTON,LZ,Public Holiday,44,10897.49,28.42
1/1/2015,13,N,LZ_HOUSTON,LZ,Public Holiday,45,10929.63,27.49
1/1/2015,14,N,LZ_HOUSTON,LZ,Public Holiday,45,10838.47,26.2
1/1/2015,15,N,LZ_HOUSTON,LZ,Public Holiday,45,10731.55,24.86
1/1/2015,16,N,LZ_HOUSTON,LZ,Public Holiday,44,10669.17,24.62
1/1/2015,17,N,LZ_HOUSTON,LZ,Public Holiday,44,10751.43,25.53
1/1/2015,18,N,LZ_HOUSTON,LZ,Public Holiday,44,11216.55,29.31
1/1/2015,19,N,LZ_HOUSTON,LZ,Public Holiday,44,11355.27,28.61
1/1/2015,20,N,LZ_HOUSTON,LZ,Public Holiday,44,11193.95,27.57
1/1/2015,21,N,LZ_HOUSTON,LZ,Public Holiday,44,10976.15,27.45
1/1/2015,22,N,LZ_HOUSTON,LZ,Public Holiday,44,10684.95,25.44
1/1/2015,23,N,LZ_HOUSTON,LZ,Public Holiday,44,10240.35,24.23
1/1/2015,24,N,LZ_HOUSTON,LZ,Public Holiday,45,9740.29,22.85
1/2/2015,1,N,LZ_HOUSTON,LZ,Weekday,45,9309.72,21.97
1/2/2015,2,N,LZ_HOUSTON,LZ,Weekday,46,9044.79,21.32
1/2/2015,3,N,LZ_HOUSTON,LZ,Weekday,46,8910.15,20.94
1/2/2015,4,N,LZ_HOUSTON,LZ,Weekday,46,8914.61,20.92
1/2/2015,5,N,LZ_HOUSTON,LZ,Weekday,46,9093.42,21.25
1/2/2015,6,N,LZ_HOUSTON,LZ,Weekday,46,9506.32,21.95
1/2/2015,7,N,LZ_HOUSTON,LZ,Weekday,47,10003.94,22.62
1/2/2015,8,N,LZ_HOUSTON,LZ,Weekday,48,10295.6,23.66
1/2/2015,9,N,LZ_HOUSTON,LZ,Weekday,48,10428.88,24.68
1/2/2015,10,N,LZ_HOUSTON,LZ,Weekday,49,10640.76,26.52
1/2/2015,11,N,LZ_HOUSTON,LZ,Weekday,50,10766.88,27.5
1/2/2015,12,N,LZ_HOUSTON,LZ,Weekday,52,10699.7,26.57
1/2/2015,13,N,LZ_HOUSTON,LZ,Weekday,53,10638.39,25.17
1/2/2015,14,N,LZ_HOUSTON,LZ,Weekday,53,10567.23,24.89
1/2/2015,15,N,LZ_HOUSTON,LZ,Weekday,54,10456.46,24.56
1/2/2015,16,N,LZ_HOUSTON,LZ,Weekday,54,10371.23,24.59
1/2/2015,17,N,LZ_HOUSTON,LZ,Weekday,54,10392.53,25.29
1/2/2015,18,N,LZ_HOUSTON,LZ,Weekday,55,10757.83,28.41
1/2/2015,19,N,LZ_HOUSTON,LZ,Weekday,55,10763.74,27.19
1/2/2015,20,N,LZ_HOUSTON,LZ,Weekday,56,10553.48,28.13
1/2/2015,21,N,LZ_HOUSTON,LZ,Weekday,58,10373.87,26.91
1/2/2015,22,N,LZ_HOUSTON,LZ,Weekday,59,10029.12,25.48
1/2/2015,23,N,LZ_HOUSTON,LZ,Weekday,59,9584.86,24.35
1/2/2015,24,N,LZ_HOUSTON,LZ,Weekday,58,9083.59,22.8
1/3/2015,1,N,LZ_HOUSTON,LZ,Weekend,57,8693.04,23
1/3/2015,2,N,LZ_HOUSTON,LZ,Weekend,56,8512.33,22.83
1/3/2015,3,N,LZ_HOUSTON,LZ,Weekend,54,8431.73,22.54
1/3/2015,4,N,LZ_HOUSTON,LZ,Weekend,52,8383.96,22.4
1/3/2015,5,N,LZ_HOUSTON,LZ,Weekend,51,8435.11,22.7
1/3/2015,6,N,LZ_HOUSTON,LZ,Weekend,50,8597.55,23.44
1/3/2015,7,N,LZ_HOUSTON,LZ,Weekend,49,8870.82,24.24
1/3/2015,8,N,LZ_HOUSTON,LZ,Weekend,50,9139.25,25.48
1/3/2015,9,N,LZ_HOUSTON,LZ,Weekend,51,9420.8,28.14
1/3/2015,10,N,LZ_HOUSTON,LZ,Weekend,52,9772.68,28.77
1/3/2015,11,N,LZ_HOUSTON,LZ,Weekend,52,10066.76,26.33
1/3/2015,12,N,LZ_HOUSTON,LZ,Weekend,51,10208.25,23.8
1/3/2015,13,N,LZ_HOUSTON,LZ,Weekend,51,10212.14,22.8
1/3/2015,14,N,LZ_HOUSTON,LZ,Weekend,53,9983.85,21.28
1/3/2015,15,N,LZ_HOUSTON,LZ,Weekend,54,9711.16,20.27
1/3/2015,16,N,LZ_HOUSTON,LZ,Weekend,56,9417.5,19.49
1/3/2015,17,N,LZ_HOUSTON,LZ,Weekend,54,9214.28,19.12
1/3/2015,18,N,LZ_HOUSTON,LZ,Weekend,52,9608.25,21.38
1/3/2015,19,N,LZ_HOUSTON,LZ,Weekend,50,10323.79,23.05
1/3/2015,20,N,LZ_HOUSTON,LZ,Weekend,49,10438.37,22.79
1/3/2015,21,N,LZ_HOUSTON,LZ,Weekend,48,10466.62,22.44
1/3/2015,22,N,LZ_HOUSTON,LZ,Weekend,48,10381.05,22.12
1/3/2015,23,N,LZ_HOUSTON,LZ,Weekend,47,10137.06,21.82
1/3/2015,24,N,LZ_HOUSTON,LZ,Weekend,47,9809,20.86
1/4/2015,1,N,LZ_HOUSTON,LZ,Weekend,46,9480.99,20.36
1/4/2015,2,N,LZ_HOUSTON,LZ,Weekend,46,9293.84,19.8
1/4/2015,3,N,LZ_HOUSTON,LZ,Weekend,46,9185.8,19.58
1/4/2015,4,N,LZ_HOUSTON,LZ,Weekend,46,9155.72,19.76
1/4/2015,5,N,LZ_HOUSTON,LZ,Weekend,46,9220.45,19.89
1/4/2015,6,N,LZ_HOUSTON,LZ,Weekend,46,9363.69,20.84
1/4/2015,7,N,LZ_HOUSTON,LZ,Weekend,45,9605.96,21.39
1/4/2015,8,N,LZ_HOUSTON,LZ,Weekend,46,9751.09,22
1/4/2015,9,N,LZ_HOUSTON,LZ,Weekend,46,9872.16,22.16
1/4/2015,10,N,LZ_HOUSTON,LZ,Weekend,46,9997.2,22.5
1/4/2015,11,N,LZ_HOUSTON,LZ,Weekend,48,9953.75,22.8
1/4/2015,12,N,LZ_HOUSTON,LZ,Weekend,50,9812.03,22.92
1/4/2015,13,N,LZ_HOUSTON,LZ,Weekend,52,9665.85,22.25
1/4/2015,14,N,LZ_HOUSTON,LZ,Weekend,52,9475.54,21.75
1/4/2015,15,N,LZ_HOUSTON,LZ,Weekend,52,9297.69,21.24
1/4/2015,16,N,LZ_HOUSTON,LZ,Weekend,52,9243.64,20.88
1/4/2015,17,N,LZ_HOUSTON,LZ,Weekend,50,9402.6,20.88
1/4/2015,18,N,LZ_HOUSTON,LZ,Weekend,48,10171.34,22.28
1/4/2015,19,N,LZ_HOUSTON,LZ,Weekend,46,10933.54,23.48
1/4/2015,20,N,LZ_HOUSTON,LZ,Weekend,45,11182.26,23.87
1/4/2015,21,N,LZ_HOUSTON,LZ,Weekend,43,11216.25,23.69
1/4/2015,22,N,LZ_HOUSTON,LZ,Weekend,42,11088.98,22.75
1/4/2015,23,N,LZ_HOUSTON,LZ,Weekend,41,10744.59,21.67
1/4/2015,24,N,LZ_HOUSTON,LZ,Weekend,40,10357.26,20.86
1/5/2015,1,N,LZ_HOUSTON,LZ,Weekday,39,10185.98,20.6
1/5/2015,2,N,LZ_HOUSTON,LZ,Weekday,38,10118.97,20.22
1/5/2015,3,N,LZ_HOUSTON,LZ,Weekday,37,10183.88,20.13
1/5/2015,4,N,LZ_HOUSTON,LZ,Weekday,36,10382.16,20.4
1/5/2015,5,N,LZ_HOUSTON,LZ,Weekday,35,10806.55,20.76
1/5/2015,6,N,LZ_HOUSTON,LZ,Weekday,35,11624.2,22.28
1/5/2015,7,N,LZ_HOUSTON,LZ,Weekday,34,12564.97,25.62
1/5/2015,8,N,LZ_HOUSTON,LZ,Weekday,34,12888.87,26.09
1/5/2015,9,N,LZ_HOUSTON,LZ,Weekday,35,12956.36,24.13
1/5/2015,10,N,LZ_HOUSTON,LZ,Weekday,35,12900.43,25
1/5/2015,11,N,LZ_HOUSTON,LZ,Weekday,38,12595.78,23.26
1/5/2015,12,N,LZ_HOUSTON,LZ,Weekday,41,12182.55,22.88
1/5/2015,13,N,LZ_HOUSTON,LZ,Weekday,44,11676.99,22.93
1/5/2015,14,N,LZ_HOUSTON,LZ,Weekday,45,11257.68,21.56
1/5/2015,15,N,LZ_HOUSTON,LZ,Weekday,47,10889.88,21.56
1/5/2015,16,N,LZ_HOUSTON,LZ,Weekday,48,10646.59,21.03
1/5/2015,17,N,LZ_HOUSTON,LZ,Weekday,46,10587.76,20.52
1/5/2015,18,N,LZ_HOUSTON,LZ,Weekday,44,11170.9,21.62
1/5/2015,19,N,LZ_HOUSTON,LZ,Weekday,42,11998.57,24.83
1/5/2015,20,N,LZ_HOUSTON,LZ,Weekday,42,12179.53,25.59
1/5/2015,21,N,LZ_HOUSTON,LZ,Weekday,42,12167.81,25.75
1/5/2015,22,N,LZ_HOUSTON,LZ,Weekday,42,11834.58,24.59
1/5/2015,23,N,LZ_HOUSTON,LZ,Weekday,42,11248.78,23.25
1/5/2015,24,N,LZ_HOUSTON,LZ,Weekday,42,10663.85,22.7
1/6/2015,1,N,LZ_HOUSTON,LZ,Weekday,42,10311.61,22.14
1/6/2015,2,N,LZ_HOUSTON,LZ,Weekday,42,10153.96,21.78
1/6/2015,3,N,LZ_HOUSTON,LZ,Weekday,42,10107.5,21.44
1/6/2015,4,N,LZ_HOUSTON,LZ,Weekday,42,10198.67,21.88
1/6/2015,5,N,LZ_HOUSTON,LZ,Weekday,42,10535.15,22.81
1/6/2015,6,N,LZ_HOUSTON,LZ,Weekday,42,11337.83,23.86
1/6/2015,7,N,LZ_HOUSTON,LZ,Weekday,42,12340.06,27.39
1/6/2015,8,N,LZ_HOUSTON,LZ,Weekday,43,12402.47,26.2
1/6/2015,9,N,LZ_HOUSTON,LZ,Weekday,44,11916.13,24.67
1/6/2015,10,N,LZ_HOUSTON,LZ,Weekday,46,11500.64,24.06
1/6/2015,11,N,LZ_HOUSTON,LZ,Weekday,50,11077.18,23.4
1/6/2015,12,N,LZ_HOUSTON,LZ,Weekday,54,10651.48,22.84
1/6/2015,13,N,LZ_HOUSTON,LZ,Weekday,58,10291.85,21.81
1/6/2015,14,N,LZ_HOUSTON,LZ,Weekday,59,10045.26,21.44
1/6/2015,15,N,LZ_HOUSTON,LZ,Weekday,60,9802.18,21.03
1/6/2015,16,N,LZ_HOUSTON,LZ,Weekday,60,9654.94,20.93
1/6/2015,17,N,LZ_HOUSTON,LZ,Weekday,58,9645.77,21.23
1/6/2015,18,N,LZ_HOUSTON,LZ,Weekday,55,10094.84,22.51
1/6/2015,19,N,LZ_HOUSTON,LZ,Weekday,52,10670.47,23.88
1/6/2015,20,N,LZ_HOUSTON,LZ,Weekday,52,10724.37,23.84
1/6/2015,21,N,LZ_HOUSTON,LZ,Weekday,52,10665.86,23.65
1/6/2015,22,N,LZ_HOUSTON,LZ,Weekday,52,10378.52,23.01
1/6/2015,23,N,LZ_HOUSTON,LZ,Weekday,51,9852.75,22.39
1/6/2015,24,N,LZ_HOUSTON,LZ,Weekday,50,9321.81,21.25
1/7/2015,1,N,LZ_HOUSTON,LZ,Weekday,49,8991.47,19.69
1/7/2015,2,N,LZ_HOUSTON,LZ,Weekday,49,8864.34,19.63
1/7/2015,3,N,LZ_HOUSTON,LZ,Weekday,49,8803.16,19.76
1/7/2015,4,N,LZ_HOUSTON,LZ,Weekday,48,8848.09,19.45
1/7/2015,5,N,LZ_HOUSTON,LZ,Weekday,48,9153.72,19.38
1/7/2015,6,N,LZ_HOUSTON,LZ,Weekday,48,9899.89,20.22
1/7/2015,7,N,LZ_HOUSTON,LZ,Weekday,48,10824.23,21.04
1/7/2015,8,N,LZ_HOUSTON,LZ,Weekday,49,11028.14,20.44
1/7/2015,9,N,LZ_HOUSTON,LZ,Weekday,50,10880.91,19.29
1/7/2015,10,N,LZ_HOUSTON,LZ,Weekday,51,10902.11,18.97
1/7/2015,11,N,LZ_HOUSTON,LZ,Weekday,53,10894.69,19.58
1/7/2015,12,N,LZ_HOUSTON,LZ,Weekday,55,10777.73,19.33
1/7/2015,13,N,LZ_HOUSTON,LZ,Weekday,56,10557.42,18.54
1/7/2015,14,N,LZ_HOUSTON,LZ,Weekday,56,10438.85,17.84
1/7/2015,15,N,LZ_HOUSTON,LZ,Weekday,56,10346.84,17.4
1/7/2015,16,N,LZ_HOUSTON,LZ,Weekday,56,10332.18,15.83
1/7/2015,17,N,LZ_HOUSTON,LZ,Weekday,54,10456.17,17.43
1/7/2015,18,N,LZ_HOUSTON,LZ,Weekday,53,11135.42,20.1
1/7/2015,19,N,LZ_HOUSTON,LZ,Weekday,51,11831.49,22.59
1/7/2015,20,N,LZ_HOUSTON,LZ,Weekday,48,12012.62,24.6
1/7/2015,21,N,LZ_HOUSTON,LZ,Weekday,46,12065.6,26.99
1/7/2015,22,N,LZ_HOUSTON,LZ,Weekday,43,11857.43,26.69
1/7/2015,23,N,LZ_HOUSTON,LZ,Weekday,42,11363.48,24.49
1/7/2015,24,N,LZ_HOUSTON,LZ,Weekday,41,10882.68,23.21
1/8/2015,1,N,LZ_HOUSTON,LZ,Weekday,40,10671.66,23.13
1/8/2015,2,N,LZ_HOUSTON,LZ,Weekday,39,10685.76,23.29
1/8/2015,3,N,LZ_HOUSTON,LZ,Weekday,37,10816.41,23.64
1/8/2015,4,N,LZ_HOUSTON,LZ,Weekday,36,11045.89,24.18
1/8/2015,5,N,LZ_HOUSTON,LZ,Weekday,35,11485.11,25.21
1/8/2015,6,N,LZ_HOUSTON,LZ,Weekday,33,12372.7,29.05
1/8/2015,7,N,LZ_HOUSTON,LZ,Weekday,32,13430.68,35.25
1/8/2015,8,N,LZ_HOUSTON,LZ,Weekday,32,13641.88,31.37
1/8/2015,9,N,LZ_HOUSTON,LZ,Weekday,31,13344.35,30.2
1/8/2015,10,N,LZ_HOUSTON,LZ,Weekday,31,13076.19,29.25
1/8/2015,11,N,LZ_HOUSTON,LZ,Weekday,33,12749.66,29.27
1/8/2015,12,N,LZ_HOUSTON,LZ,Weekday,36,12380.27,25.65
1/8/2015,13,N,LZ_HOUSTON,LZ,Weekday,39,11973.46,24.79
1/8/2015,14,N,LZ_HOUSTON,LZ,Weekday,39,11768.34,24.14
1/8/2015,15,N,LZ_HOUSTON,LZ,Weekday,40,11557.94,23.46
1/8/2015,16,N,LZ_HOUSTON,LZ,Weekday,41,11606.45,23.71
1/8/2015,17,N,LZ_HOUSTON,LZ,Weekday,40,11851.21,24.21
1/8/2015,18,N,LZ_HOUSTON,LZ,Weekday,40,12454.14,27.68
1/8/2015,19,N,LZ_HOUSTON,LZ,Weekday,39,12993.36,29.16
1/8/2015,20,N,LZ_HOUSTON,LZ,Weekday,39,13003.76,28.32
1/8/2015,21,N,LZ_HOUSTON,LZ,Weekday,39,12870.57,30.71
1/8/2015,22,N,LZ_HOUSTON,LZ,Weekday,39,12386.12,29.94
1/8/2015,23,N,LZ_HOUSTON,LZ,Weekday,39,11662.04,25.6
1/8/2015,24,N,LZ_HOUSTON,LZ,Weekday,40,10979.09,24.75
1/9/2015,1,N,LZ_HOUSTON,LZ,Weekday,40,10514.32,23.43
1/9/2015,2,N,LZ_HOUSTON,LZ,Weekday,40,10271.03,22.65
1/9/2015,3,N,LZ_HOUSTON,LZ,Weekday,40,10152.45,22.29
1/9/2015,4,N,LZ_HOUSTON,LZ,Weekday,40,10171.41,21.83
1/9/2015,5,N,LZ_HOUSTON,LZ,Weekday,40,10452.24,21.18
1/9/2015,6,N,LZ_HOUSTON,LZ,Weekday,40,11127.52,21.9
1/9/2015,7,N,LZ_HOUSTON,LZ,Weekday,40,12068.05,25.42
1/9/2015,8,N,LZ_HOUSTON,LZ,Weekday,40,12416.22,24.06
1/9/2015,9,N,LZ_HOUSTON,LZ,Weekday,40,12468.97,23.5
1/9/2015,10,N,LZ_HOUSTON,LZ,Weekday,40,12644.31,24.47
1/9/2015,11,N,LZ_HOUSTON,LZ,Weekday,40,12834.43,24.94
1/9/2015,12,N,LZ_HOUSTON,LZ,Weekday,40,12921.41,25.78
1/9/2015,13,N,LZ_HOUSTON,LZ,Weekday,39,12858.92,25.56
1/9/2015,14,N,LZ_HOUSTON,LZ,Weekday,39,12885.27,26.28
1/9/2015,15,N,LZ_HOUSTON,LZ,Weekday,39,12857.33,26.14
1/9/2015,16,N,LZ_HOUSTON,LZ,Weekday,39,12919.29,26.56
1/9/2015,17,N,LZ_HOUSTON,LZ,Weekday,38,13115.02,33.09
1/9/2015,18,N,LZ_HOUSTON,LZ,Weekday,38,13409.27,44.32
1/9/2015,19,N,LZ_HOUSTON,LZ,Weekday,38,13566.65,37.33
1/9/2015,20,N,LZ_HOUSTON,LZ,Weekday,38,13367.15,31.25
1/9/2015,21,N,LZ_HOUSTON,LZ,Weekday,37,13113.42,30.12
1/9/2015,22,N,LZ_HOUSTON,LZ,Weekday,37,12701.33,27.62
1/9/2015,23,N,LZ_HOUSTON,LZ,Weekday,37,12117.37,27.56
1/9/2015,24,N,LZ_HOUSTON,LZ,Weekday,38,11564.94,26.52
1/10/2015,1,N,LZ_HOUSTON,LZ,Weekend,39,11100.78,24.13
1/10/2015,2,N,LZ_HOUSTON,LZ,Weekend,39,10809.25,23.31
1/10/2015,3,N,LZ_HOUSTON,LZ,Weekend,39,10661.38,26.9
1/10/2015,4,N,LZ_HOUSTON,LZ,Weekend,39,10624.57,27.41
1/10/2015,5,N,LZ_HOUSTON,LZ,Weekend,39,10695.88,27.72
1/10/2015,6,N,LZ_HOUSTON,LZ,Weekend,39,10903.34,23.94
1/10/2015,7,N,LZ_HOUSTON,LZ,Weekend,39,11278.78,23.99
1/10/2015,8,N,LZ_HOUSTON,LZ,Weekend,39,11633.46,23.63
1/10/2015,9,N,LZ_HOUSTON,LZ,Weekend,39,11929.36,24.23
1/10/2015,10,N,LZ_HOUSTON,LZ,Weekend,39,12224.3,26.21
1/10/2015,11,N,LZ_HOUSTON,LZ,Weekend,40,12348.55,26.27
1/10/2015,12,N,LZ_HOUSTON,LZ,Weekend,41,12322.19,25.66
1/10/2015,13,N,LZ_HOUSTON,LZ,Weekend,42,12247.24,24.31
1/10/2015,14,N,LZ_HOUSTON,LZ,Weekend,42,12212.44,23.1
1/10/2015,15,N,LZ_HOUSTON,LZ,Weekend,41,12177.59,22.46
1/10/2015,16,N,LZ_HOUSTON,LZ,Weekend,41,12240,22.64
1/10/2015,17,N,LZ_HOUSTON,LZ,Weekend,40,12356.26,23.54
1/10/2015,18,N,LZ_HOUSTON,LZ,Weekend,39,12711.15,26.45
1/10/2015,19,N,LZ_HOUSTON,LZ,Weekend,39,12913.41,27.54
1/10/2015,20,N,LZ_HOUSTON,LZ,Weekend,39,12759.86,24.4
1/10/2015,21,N,LZ_HOUSTON,LZ,Weekend,38,12510.72,24.98
1/10/2015,22,N,LZ_HOUSTON,LZ,Weekend,38,12069.11,25.91
1/10/2015,23,N,LZ_HOUSTON,LZ,Weekend,38,11591.29,24.79
1/10/2015,24,N,LZ_HOUSTON,LZ,Weekend,37,11125.29,23.13
1/11/2015,1,N,LZ_HOUSTON,LZ,Weekend,37,10657.72,23.23
1/11/2015,2,N,LZ_HOUSTON,LZ,Weekend,39,10368.83,22.76
1/11/2015,3,N,LZ_HOUSTON,LZ,Weekend,41,10193.18,22.77
1/11/2015,4,N,LZ_HOUSTON,LZ,Weekend,42,10101.69,22.81
1/11/2015,5,N,LZ_HOUSTON,LZ,Weekend,43,10081.77,22.73
1/11/2015,6,N,LZ_HOUSTON,LZ,Weekend,43,10159.1,23.58
1/11/2015,7,N,LZ_HOUSTON,LZ,Weekend,43,10379.47,32.17
1/11/2015,8,N,LZ_HOUSTON,LZ,Weekend,44,10533.64,27.04
1/11/2015,9,N,LZ_HOUSTON,LZ,Weekend,45,10800.96,65.37
1/11/2015,10,N,LZ_HOUSTON,LZ,Weekend,47,11055.93,75.83
1/11/2015,11,N,LZ_HOUSTON,LZ,Weekend,47,11226.07,26.68
1/11/2015,12,N,LZ_HOUSTON,LZ,Weekend,47,11283.16,25.91
1/11/2015,13,N,LZ_HOUSTON,LZ,Weekend,47,11274.82,25.41
1/11/2015,14,N,LZ_HOUSTON,LZ,Weekend,48,11087.78,24.02
1/11/2015,15,N,LZ_HOUSTON,LZ,Weekend,50,10848.68,22.97
1/11/2015,16,N,LZ_HOUSTON,LZ,Weekend,51,10722.49,22.55
1/11/2015,17,N,LZ_HOUSTON,LZ,Weekend,50,10686.91,22.73
1/11/2015,18,N,LZ_HOUSTON,LZ,Weekend,49,11022.05,24.25
1/11/2015,19,N,LZ_HOUSTON,LZ,Weekend,47,11371.38,24.47
1/11/2015,20,N,LZ_HOUSTON,LZ,Weekend,47,11304.87,23.86
1/11/2015,21,N,LZ_HOUSTON,LZ,Weekend,46,11130.58,23.75
1/11/2015,22,N,LZ_HOUSTON,LZ,Weekend,46,10790.76,22.41
1/11/2015,23,N,LZ_HOUSTON,LZ,Weekend,45,10174.08,21.06
1/11/2015,24,N,LZ_HOUSTON,LZ,Weekend,45,9659.39,20.16
1/12/2015,1,N,LZ_HOUSTON,LZ,Weekday,44,9293.91,19.69
1/12/2015,2,N,LZ_HOUSTON,LZ,Weekday,44,9126.49,19.41
1/12/2015,3,N,LZ_HOUSTON,LZ,Weekday,43,9087.53,19.32
1/12/2015,4,N,LZ_HOUSTON,LZ,Weekday,43,9208.73,18.5
1/12/2015,5,N,LZ_HOUSTON,LZ,Weekday,42,9607.15,18.55
1/12/2015,6,N,LZ_HOUSTON,LZ,Weekday,42,10463.59,21.98
1/12/2015,7,N,LZ_HOUSTON,LZ,Weekday,41,11459.65,25.93
1/12/2015,8,N,LZ_HOUSTON,LZ,Weekday,42,11736.17,25.29
1/12/2015,9,N,LZ_HOUSTON,LZ,Weekday,43,11723.91,25.59
1/12/2015,10,N,LZ_HOUSTON,LZ,Weekday,44,11821.25,25.09
1/12/2015,11,N,LZ_HOUSTON,LZ,Weekday,46,11852.74,25.86
1/12/2015,12,N,LZ_HOUSTON,LZ,Weekday,48,11794.11,25.35
1/12/2015,13,N,LZ_HOUSTON,LZ,Weekday,49,11712.8,23.26
1/12/2015,14,N,LZ_HOUSTON,LZ,Weekday,50,11660,22.96
1/12/2015,15,N,LZ_HOUSTON,LZ,Weekday,50,11521.91,22.38
1/12/2015,16,N,LZ_HOUSTON,LZ,Weekday,50,11498.44,22.7
1/12/2015,17,N,LZ_HOUSTON,LZ,Weekday,49,11662.24,24.12
1/12/2015,18,N,LZ_HOUSTON,LZ,Weekday,48,12199.52,120.85
1/12/2015,19,N,LZ_HOUSTON,LZ,Weekday,47,12538.41,51.06
1/12/2015,20,N,LZ_HOUSTON,LZ,Weekday,46,12470.12,34.8
1/12/2015,21,N,LZ_HOUSTON,LZ,Weekday,45,12200.58,54.33
1/12/2015,22,N,LZ_HOUSTON,LZ,Weekday,45,11751.51,25.79
1/12/2015,23,N,LZ_HOUSTON,LZ,Weekday,45,11097.19,24.65
1/12/2015,24,N,LZ_HOUSTON,LZ,Weekday,45,10445.39,23.13
1/13/2015,1,N,LZ_HOUSTON,LZ,Weekday,45,10008.02,21.73
1/13/2015,2,N,LZ_HOUSTON,LZ,Weekday,45,9785.07,21.33
1/13/2015,3,N,LZ_HOUSTON,LZ,Weekday,45,9680.54,21.61
1/13/2015,4,N,LZ_HOUSTON,LZ,Weekday,44,9720.21,22.44
1/13/2015,5,N,LZ_HOUSTON,LZ,Weekday,44,10035.26,23.32
1/13/2015,6,N,LZ_HOUSTON,LZ,Weekday,44,10786.93,26.25
1/13/2015,7,N,LZ_HOUSTON,LZ,Weekday,44,11753.33,88.42
1/13/2015,8,N,LZ_HOUSTON,LZ,Weekday,45,12085.79,36.64
1/13/2015,9,N,LZ_HOUSTON,LZ,Weekday,45,12073.67,28.22
1/13/2015,10,N,LZ_HOUSTON,LZ,Weekday,45,12149.01,74.35
1/13/2015,11,N,LZ_HOUSTON,LZ,Weekday,46,12209.34,65.66
1/13/2015,12,N,LZ_HOUSTON,LZ,Weekday,46,12217.67,37.17
1/13/2015,13,N,LZ_HOUSTON,LZ,Weekday,46,12161.27,34.29
1/13/2015,14,N,LZ_HOUSTON,LZ,Weekday,47,12112.35,29.57
1/13/2015,15,N,LZ_HOUSTON,LZ,Weekday,48,12018.76,25.26
1/13/2015,16,N,LZ_HOUSTON,LZ,Weekday,48,11959.75,23.65
1/13/2015,17,N,LZ_HOUSTON,LZ,Weekday,47,12086.67,25.31
1/13/2015,18,N,LZ_HOUSTON,LZ,Weekday,46,12524.83,39.46
1/13/2015,19,N,LZ_HOUSTON,LZ,Weekday,45,12801.79,30.26
1/13/2015,20,N,LZ_HOUSTON,LZ,Weekday,45,12665.02,30.12
1/13/2015,21,N,LZ_HOUSTON,LZ,Weekday,44,12418.06,30.55
1/13/2015,22,N,LZ_HOUSTON,LZ,Weekday,44,11866.57,27.12
1/13/2015,23,N,LZ_HOUSTON,LZ,Weekday,43,11167.52,24.78
1/13/2015,24,N,LZ_HOUSTON,LZ,Weekday,43,10492.74,23.75
1/14/2015,1,N,LZ_HOUSTON,LZ,Weekday,42,10069.59,22.04
1/14/2015,2,N,LZ_HOUSTON,LZ,Weekday,42,9877.61,21.86
1/14/2015,3,N,LZ_HOUSTON,LZ,Weekday,42,9786.23,21.84
1/14/2015,4,N,LZ_HOUSTON,LZ,Weekday,41,9859.77,22.02
1/14/2015,5,N,LZ_HOUSTON,LZ,Weekday,42,10222.68,22.81
1/14/2015,6,N,LZ_HOUSTON,LZ,Weekday,42,10974.34,24.66
1/14/2015,7,N,LZ_HOUSTON,LZ,Weekday,42,11943.94,28.45
1/14/2015,8,N,LZ_HOUSTON,LZ,Weekday,42,12212.38,27.56
1/14/2015,9,N,LZ_HOUSTON,LZ,Weekday,41,12122.12,25.84
1/14/2015,10,N,LZ_HOUSTON,LZ,Weekday,41,12128.24,26.25
1/14/2015,11,N,LZ_HOUSTON,LZ,Weekday,41,12183.91,26.98
1/14/2015,12,N,LZ_HOUSTON,LZ,Weekday,42,12156.25,25.12
1/14/2015,13,N,LZ_HOUSTON,LZ,Weekday,42,12063.8,24.26
1/14/2015,14,N,LZ_HOUSTON,LZ,Weekday,42,12037.66,24.11
1/14/2015,15,N,LZ_HOUSTON,LZ,Weekday,42,11961.52,23.94
1/14/2015,16,N,LZ_HOUSTON,LZ,Weekday,41,11986.9,23.95
1/14/2015,17,N,LZ_HOUSTON,LZ,Weekday,42,12126.88,24.96
1/14/2015,18,N,LZ_HOUSTON,LZ,Weekday,42,12600.39,44.14
